row_ID,final_price
35173,6517.089
35174,2604.6638
35175,6889.4346
35176,7334.557
35177,4252.76
35178,9916.399
35179,2114.5051
35180,3017.3196
35181,5508.1377
35182,7006.318
35183,9378.448
35184,3939.3118
35185,26.0
35186,3790.5837
35187,3571.9739
35188,7092.872
35189,2720.8525
35190,1825.9348
35191,852.6375
35192,5590.5186
35193,5380.573
35194,8808.922
35195,9558.207
35196,26.0
35197,26.0
35198,5372.108
35199,5514.953
35200,2164.2595
35201,12986.9795
35202,7313.7837
35203,2027.6726
35204,5226.9443
35205,2646.2463
35206,1844.0021
35207,4138.475
35208,7447.625
35209,3445.9998
35210,12520.69
35211,2695.6162
35212,1933.47
35213,20518.756
35214,5628.7188
35215,1337.8707
35216,9688.656
35217,963.52905
35218,16812.295
35219,1035.3235
35220,8631.15
35221,9668.489
35222,17649.89
35223,4166.1123
35224,6511.6055
35225,1674.0228
35226,14638.42
35227,5565.6865
35228,5904.8164
35229,123.40128
35230,5881.571
35231,3853.8494
35232,6608.0806
35233,3135.6697
35234,26.0
35235,8232.724
35236,7486.6816
35237,1405.5975
35238,2883.213
35239,780.2085
35240,11050.507
35241,10456.607
35242,16413.28
35243,6270.6494
35244,4514.613
35245,1649.9142
35246,4043.4573
35247,11684.545
35248,9186.379
35249,3085.114
35250,3513.3381
35251,22975.941
35252,5148.6807
35253,1985.9503
35254,2215.5527
35255,2909.2825
35256,16742.7
35257,1069.5854
35258,1680.6694
35259,1209.4249
35260,2142.87
35261,2737.227
35262,234.64287
35263,13564.001
35264,2554.4717
35265,2988.6702
35266,26.0
35267,2655.4607
35268,240.61668
35269,1855.4589
35270,4459.7188
35271,4696.0728
35272,7992.615
35273,495.35373
35274,14179.632
35275,2503.333
35276,11512.29
35277,1249.2859
35278,2744.256
35279,681.9196
35280,6666.0938
35281,2806.0076
35282,2160.0256
35283,7984.706
35284,750.215
35285,6757.6357
35286,5573.487
35287,6430.5176
35288,671.8941
35289,6348.256
35290,9801.133
35291,4606.5093
35292,1721.0149
35293,1187.6499
35294,5125.9844
35295,660.40533
35296,4015.2234
35297,5196.718
35298,5002.727
35299,4866.085
35300,4804.6978
35301,1595.351
35302,3362.4407
35303,3434.665
35304,4790.4946
35305,15991.191
35306,258.02383
35307,5756.823
35308,5126.751
35309,5590.039
35310,5424.9966
35311,5117.3066
35312,5499.16
35313,3938.9207
35314,2794.7192
35315,3858.667
35316,6140.2754
35317,2799.163
35318,3557.529
35319,5930.1836
35320,1305.3899
35321,93.8119
35322,2429.7207
35323,2854.753
35324,1209.4249
35325,8318.864
35326,10122.067
35327,4576.7915
35328,26.0
35329,2844.6716
35330,2733.4001
35331,4041.2947
35332,80.46675
35333,3062.1562
35334,2629.8696
35335,118.87934
35336,258.70505
35337,5233.3833
35338,6461.9917
35339,192.88008
35340,5602.929
35341,2678.4607
35342,6700.988
35343,105.28693
35344,1946.9445
35345,610.4284
35346,2889.2302
35347,9842.898
35348,2293.2065
35349,1132.0281
35350,2079.9712
35351,5455.075
35352,4610.6787
35353,1883.3219
35354,4037.0374
35355,2487.6597
35356,2396.7317
35357,2313.107
35358,3390.1743
35359,5942.5884
35360,11506.251
35361,13360.249
35362,6862.103
35363,6823.0796
35364,7480.27
35365,2179.7715
35366,3583.011
35367,5535.034
35368,2096.5967
35369,2123.52
35370,6077.2114
35371,3025.5615
35372,24383.89
35373,3875.2449
35374,8965.872
35375,2904.9531
35376,18305.05
35377,5439.8853
35378,2483.9038
35379,876.0649
35380,12264.147
35381,5011.5938
35382,3522.349
35383,9523.07
35384,4056.031
35385,6087.9653
35386,1249.0555
35387,10585.775
35388,6608.6074
35389,1182.5771
35390,3535.404
35391,3213.9329
35392,3395.574
35393,5635.3438
35394,11843.419
35395,6101.5327
35396,220.28606
35397,818.95
35398,3458.5115
35399,5834.955
35400,26.0
35401,3372.6726
35402,12073.348
35403,3371.5098
35404,9931.841
35405,4365.086
35406,3593.548
35407,2712.2769
35408,6058.013
35409,4287.066
35410,9885.914
35411,6207.7075
35412,1868.8677
35413,4088.0935
35414,2016.3411
35415,15693.261
35416,9551.833
35417,5352.511
35418,4917.3394
35419,14012.704
35420,140.74997
35421,5930.3286
35422,3353.9492
35423,5098.4746
35424,4238.987
35425,16042.147
35426,5872.9824
35427,62.645027
35428,4930.452
35429,2861.2869
35430,5838.7275
35431,3062.1562
35432,1535.5085
35433,1634.1664
35434,8867.132
35435,6088.7373
35436,105.49152
35437,5713.796
35438,6209.0
35439,3062.1562
35440,427.18826
35441,3062.1562
35442,11175.656
35443,3920.9521
35444,9029.671
35445,8271.724
35446,14894.325
35447,3619.1094
35448,1702.2378
35449,2317.1848
35450,1606.0897
35451,2345.501
35452,1243.7072
35453,2111.8694
35454,315.0915
35455,6060.823
35456,2073.7195
35457,1071.5164
35458,4077.933
35459,3429.7512
35460,6281.338
35461,8681.323
35462,8301.542
35463,953.52264
35464,1959.492
35465,7969.2954
35466,1491.2213
35467,72.845085
35468,308.43027
35469,3031.5237
35470,4211.3384
35471,2654.02
35472,2738.9158
35473,4210.281
35474,2913.2847
35475,7849.7344
35476,2617.6248
35477,6462.4434
35478,3372.6726
35479,7109.807
35480,3942.9324
35481,4936.241
35482,15373.118
35483,6682.2246
35484,22446.8
35485,1366.8408
35486,2955.3962
35487,3927.4604
35488,14035.733
35489,6213.2764
35490,1069.4597
35491,4612.7534
35492,5090.5396
35493,21693.291
35494,12516.301
35495,501.30734
35496,2088.3203
35497,1351.483
35498,7873.6836
35499,1805.9791
35500,5717.7773
35501,3551.3623
35502,17093.13
35503,6007.4067
35504,4191.5425
35505,5531.124
35506,301.51477
35507,7011.9272
35508,7997.535
35509,5880.787
35510,13015.554
35511,6880.484
35512,11822.521
35513,171.16022
35514,4600.128
35515,4807.05
35516,11808.039
35517,5470.647
35518,10241.563
35519,6199.88
35520,2406.4844
35521,2110.8142
35522,5371.3115
35523,8985.49
35524,4995.3506
35525,3331.5815
35526,2396.3086
35527,4182.93
35528,5565.6865
35529,8681.323
35530,724.1201
35531,9533.666
35532,6323.8853
35533,6440.6523
35534,274.36765
35535,2345.3762
35536,8967.828
35537,1240.9259
35538,7253.9766
35539,1175.0199
35540,9043.462
35541,6014.74
35542,9693.019
35543,7742.423
35544,3065.7246
35545,8761.136
35546,7226.7666
35547,8796.679
35548,7393.6865
35549,138.16727
35550,3359.291
35551,871.20874
35552,1282.5631
35553,4644.2354
35554,7578.352
35555,4391.0723
35556,1889.5374
35557,20310.17
35558,11124.741
35559,6061.4946
35560,3379.4646
35561,4948.333
35562,3439.2268
35563,11158.463
35564,12266.703
35565,26.0
35566,8201.183
35567,3037.8206
35568,885.4843
35569,6915.933
35570,3486.819
35571,2958.5566
35572,5717.7676
35573,2730.3616
35574,5545.42
35575,2997.0623
35576,4675.819
35577,8270.412
35578,12565.116
35579,5750.45
35580,412.32272
35581,6237.849
35582,5205.8916
35583,12536.494
35584,4313.2515
35585,8374.992
35586,1375.6251
35587,3617.3826
35588,13392.443
35589,291.60272
35590,5373.829
35591,12880.442
35592,17075.277
35593,5129.449
35594,6747.6973
35595,1699.5374
35596,6254.031
35597,26.0
35598,11735.742
35599,5102.6313
35600,133.76938
35601,3211.8342
35602,3422.2097
35603,445.2827
35604,32333.943
35605,3110.793
35606,3790.9421
35607,12142.178
35608,1105.7035
35609,5360.094
35610,14089.427
35611,2933.3806
35612,2215.7627
35613,3933.5505
35614,7223.968
35615,6506.153
35616,15213.9
35617,153.89833
35618,215.66512
35619,136.9142
35620,6849.104
35621,5401.6846
35622,8852.383
35623,25671.627
35624,3249.852
35625,432.50397
35626,23425.959
35627,9155.957
35628,7309.6997
35629,4489.3154
35630,4360.8955
35631,3855.1528
35632,3044.4426
35633,10590.069
35634,274.56085
35635,1355.0016
35636,6243.732
35637,6062.4194
35638,1351.483
35639,1972.5938
35640,12204.11
35641,8102.7446
35642,8378.394
35643,11345.217
35644,4916.352
35645,4230.776
35646,9543.647
35647,7009.4185
35648,182.12445
35649,2676.3457
35650,2510.4932
35651,6054.3096
35652,1297.8195
35653,537.7784
35654,3658.744
35655,9918.86
35656,7829.7495
35657,1359.6848
35658,392.46756
35659,3482.7236
35660,6069.7925
35661,8098.413
35662,2089.4636
35663,26.0
35664,5734.74
35665,7788.957
35666,1381.0702
35667,98.479004
35668,8482.937
35669,5769.0747
35670,4314.288
35671,6350.111
35672,36013.305
35673,2112.5366
35674,1702.2378
35675,2235.2231
35676,1993.9896
35677,3371.1904
35678,8334.328
35679,418.59146
35680,3744.2615
35681,283.6536
35682,8223.201
35683,6373.2783
35684,1907.6599
35685,3304.364
35686,12651.216
35687,5422.478
35688,2354.59
35689,10071.329
35690,5885.488
35691,26.0
35692,26.0
35693,1084.5541
35694,15987.272
35695,9063.465
35696,17864.883
35697,6009.8643
35698,19499.697
35699,3647.613
35700,860.2177
35701,4427.779
35702,2447.4385
35703,26.0
35704,4547.414
35705,5944.6445
35706,7056.183
35707,7961.7686
35708,802.55493
35709,1091.605
35710,6731.0234
35711,3927.1753
35712,5050.7217
35713,1524.5898
35714,6353.834
35715,14685.638
35716,4699.8667
35717,6058.426
35718,4650.3013
35719,6117.2026
35720,595.74164
35721,11853.939
35722,1433.3738
35723,1192.7399
35724,9179.473
35725,599.94604
35726,4159.796
35727,7232.1006
35728,6058.9897
35729,829.99634
35730,4322.084
35731,10532.863
35732,1282.5631
35733,7049.912
35734,10652.126
35735,4465.4053
35736,3729.0178
35737,1222.6018
35738,909.06805
35739,4684.358
35740,6963.452
35741,21426.514
35742,6885.088
35743,8743.07
35744,2720.8694
35745,1181.0067
35746,4817.877
35747,10500.487
35748,9857.796
35749,11334.374
35750,5997.371
35751,2277.583
35752,3376.1287
35753,148.59676
35754,9809.264
35755,3465.7964
35756,2540.5442
35757,2541.583
35758,2500.0776
35759,5715.7017
35760,3941.5898
35761,9290.234
35762,649.1857
35763,2288.5334
35764,4159.796
35765,16361.225
35766,811.4083
35767,291.60272
35768,2847.9956
35769,6866.7324
35770,2089.142
35771,10446.097
35772,5690.1714
35773,391.20938
35774,9438.098
35775,3609.2686
35776,11520.626
35777,12340.117
35778,2133.925
35779,980.35547
35780,9845.662
35781,1428.0099
35782,15248.466
35783,1306.4846
35784,5105.4062
35785,7209.697
35786,6090.405
35787,26.0
35788,6805.254
35789,656.49133
35790,9303.261
35791,6543.6323
35792,11184.767
35793,4037.7383
35794,14347.657
35795,5207.9175
35796,3389.3843
35797,2990.2668
35798,7161.61
35799,13470.995
35800,2352.313
35801,4926.4204
35802,3092.9802
35803,96.21672
35804,6078.06
35805,3762.6016
35806,3512.5427
35807,4926.609
35808,2822.1775
35809,2481.2505
35810,7231.712
35811,6999.8135
35812,1031.0446
35813,2036.8335
35814,17482.086
35815,2759.1755
35816,3893.6343
35817,4323.598
35818,4916.0933
35819,575.04114
35820,3257.1824
35821,963.52905
35822,2674.2944
35823,3137.306
35824,10257.013
35825,4447.6206
35826,3479.1199
35827,366.36215
35828,118.87934
35829,26.0
35830,432.56436
35831,26.0
35832,4076.7976
35833,2048.5962
35834,2493.332
35835,3100.8208
35836,8535.094
35837,7198.429
35838,11601.867
35839,12841.919
35840,3021.9553
35841,7853.793
35842,6944.32
35843,1884.9407
35844,3525.2002
35845,22639.912
35846,5413.379
35847,3778.704
35848,4632.131
35849,504.62683
35850,29302.367
35851,15439.614
35852,4671.152
35853,12313.268
35854,6577.03
35855,2739.9514
35856,4568.747
35857,6740.7056
35858,4238.987
35859,1736.1001
35860,5875.1143
35861,8826.547
35862,2274.3816
35863,506.39148
35864,105.28693
35865,6080.711
35866,853.168
35867,4217.0376
35868,5888.8027
35869,3895.3662
35870,81.51327
35871,5779.439
35872,96.360825
35873,5026.035
35874,1119.5441
35875,5541.056
35876,56.39628
35877,5984.554
35878,720.03357
35879,1359.6848
35880,192.88008
35881,26.0
35882,3664.6003
35883,12273.382
35884,16054.174
35885,1464.1821
35886,438.9719
35887,5017.887
35888,13118.371
35889,10107.845
35890,6074.3687
35891,130.86037
35892,4245.494
35893,12779.559
35894,15728.833
35895,4560.276
35896,1089.4255
35897,11242.385
35898,5839.201
35899,10043.239
35900,13641.452
35901,12915.951
35902,10872.705
35903,1666.0422
35904,4802.627
35905,300.42093
35906,5031.9775
35907,7809.8584
35908,2802.7297
35909,262.21524
35910,1995.4846
35911,5248.9663
35912,6028.5854
35913,2316.2913
35914,13967.161
35915,4436.5063
35916,8857.728
35917,10832.648
35918,5031.2925
35919,1680.6694
35920,17596.322
35921,4314.6245
35922,7710.5674
35923,8512.844
35924,8167.026
35925,2405.392
35926,3577.1348
35927,3695.8784
35928,6548.4126
35929,4804.032
35930,3830.071
35931,3472.3267
35932,72.845085
35933,3744.8604
35934,2670.157
35935,2311.1885
35936,2057.1113
35937,6392.768
35938,2230.1511
35939,4466.509
35940,9659.039
35941,7413.9897
35942,5234.711
35943,6603.3423
35944,1137.216
35945,4623.2534
35946,4448.5283
35947,2550.9966
35948,2070.83
35949,5444.7217
35950,2978.5996
35951,12977.14
35952,584.1271
35953,1544.1725
35954,7269.101
35955,2160.6643
35956,1156.5093
35957,1842.383
35958,7084.085
35959,1957.9457
35960,3126.8892
35961,5169.295
35962,46.334232
35963,7606.2744
35964,2867.4954
35965,2764.3496
35966,5952.6455
35967,2022.7195
35968,2217.4692
35969,47.60404
35970,14613.497
35971,2530.4155
35972,17299.986
35973,2082.3945
35974,5304.7856
35975,4708.619
35976,6437.198
35977,89.65093
35978,6865.6187
35979,1189.6072
35980,3637.7654
35981,131.51859
35982,2933.8633
35983,7082.192
35984,6568.683
35985,15693.261
35986,8927.757
35987,5165.172
35988,5738.4126
35989,3152.1394
35990,6970.611
35991,9686.333
35992,11295.124
35993,2465.658
35994,2785.373
35995,1270.4854
35996,6710.2515
35997,610.4284
35998,445.10254
35999,2387.465
36000,194.82513
36001,4661.784
36002,4432.553
36003,3180.207
36004,18495.602
36005,6931.122
36006,1081.1655
36007,17159.19
36008,6211.737
36009,4065.5945
36010,3347.2676
36011,188.97424
36012,118.87934
36013,3108.4397
36014,1590.2274
36015,2012.836
36016,4125.1294
36017,4076.068
36018,1343.5961
36019,4680.462
36020,3087.2925
36021,1044.0306
36022,1305.8303
36023,4469.1973
36024,12893.545
36025,7481.5405
36026,98.11192
36027,3061.1543
36028,8111.4775
36029,2831.0386
36030,4287.066
36031,692.7608
36032,3061.6099
36033,3332.0522
36034,3117.2068
36035,9651.654
36036,4753.9956
36037,2767.5483
36038,5915.9536
36039,7189.6255
36040,1321.8422
36041,5429.917
36042,3362.4407
36043,4514.613
36044,12116.004
36045,8133.572
36046,3439.9324
36047,5108.294
36048,4238.987
36049,1219.096
36050,2713.9363
36051,228.07875
36052,1429.1484
36053,5660.0415
36054,4129.7153
36055,7556.2627
36056,2351.665
36057,1597.9038
36058,9056.759
36059,13109.392
36060,5092.472
36061,6970.192
36062,155.9762
36063,131.51859
36064,2911.403
36065,42.38306
36066,3339.1765
36067,5269.3613
36068,2591.9246
36069,10857.572
36070,8686.783
36071,1273.86
36072,3899.4712
36073,7134.005
36074,1259.6586
36075,1734.7393
36076,6664.685
36077,9658.117
36078,6166.6133
36079,4957.0103
36080,4137.2085
36081,6228.504
36082,5839.0083
36083,2550.5032
36084,7190.836
36085,4564.667
36086,7779.103
36087,4514.613
36088,3037.3887
36089,3404.4714
36090,5886.2017
36091,7622.4097
36092,215.71216
36093,6522.5845
36094,1586.1626
36095,1991.9113
36096,1385.1602
36097,10897.512
36098,14915.169
36099,6248.3564
36100,4975.9746
36101,7413.4087
36102,18149.223
36103,961.286
36104,4864.8823
36105,8215.943
36106,2657.654
36107,6253.3433
36108,5524.2964
36109,14830.786
36110,2296.9033
36111,1189.6072
36112,2865.5952
36113,5131.414
36114,3188.0942
36115,15841.314
36116,3783.5007
36117,3847.9792
36118,2596.7747
36119,3819.4795
36120,10154.546
36121,4159.5596
36122,110.33835
36123,3831.0994
36124,632.35645
36125,19050.256
36126,2405.9636
36127,13309.005
36128,13913.16
36129,963.52905
36130,3434.2964
36131,15076.826
36132,149.23776
36133,5976.404
36134,807.3253
36135,439.3231
36136,8309.458
36137,2462.2388
36138,116.7352
36139,5222.116
36140,225.64124
36141,294.68936
36142,5258.787
36143,5490.071
36144,353.24698
36145,2475.3213
36146,5360.1978
36147,4489.0957
36148,11041.984
36149,1590.2274
36150,5944.808
36151,6203.884
36152,1033.3375
36153,14025.772
36154,6549.4966
36155,836.19244
36156,7632.488
36157,4058.468
36158,3228.5627
36159,528.1632
36160,427.18826
36161,4133.8423
36162,6331.6973
36163,6106.4946
36164,10480.8
36165,3636.676
36166,1021.31464
36167,14329.905
36168,6708.4243
36169,5700.5156
36170,2314.3
36171,4015.4436
36172,15810.648
36173,2573.0469
36174,58.434677
36175,2827.673
36176,1187.6499
36177,2239.2402
36178,1586.8451
36179,605.5744
36180,5717.413
36181,2964.0168
36182,4123.349
36183,2135.7112
36184,15754.781
36185,3676.6462
36186,1534.6829
36187,2587.4617
36188,30502.426
36189,12055.578
36190,5722.9785
36191,3873.531
36192,105.49152
36193,14969.748
36194,4759.3604
36195,3826.2422
36196,16464.41
36197,9457.348
36198,2914.4414
36199,7216.5327
36200,5806.802
36201,3725.798
36202,13608.185
36203,6027.4634
36204,8723.16
36205,5935.32
36206,6302.8213
36207,5464.5273
36208,1984.329
36209,2615.7234
36210,3276.7246
36211,18075.803
36212,4919.7847
36213,6584.5054
36214,130.811
36215,3337.185
36216,2972.7637
36217,7839.2075
36218,2143.015
36219,5919.5874
36220,3008.7393
36221,4917.3394
36222,427.18826
36223,9864.218
36224,4377.2163
36225,233.51888
36226,1734.3315
36227,6728.4937
36228,13702.103
36229,6305.361
36230,6517.089
36231,811.4083
36232,4404.09
36233,1541.2413
36234,5217.087
36235,6360.3613
36236,1413.3539
36237,177.03435
36238,258.70505
36239,5851.129
36240,3376.7888
36241,5598.6904
36242,11262.077
36243,4738.963
36244,195.28148
36245,5341.2373
36246,3008.6138
36247,7726.3633
36248,6101.975
36249,2254.24
36250,12207.845
36251,5248.573
36252,4502.071
36253,12340.508
36254,1759.8859
36255,26.0
36256,2019.6328
36257,2982.964
36258,4888.555
36259,13460.58
36260,1309.6566
36261,3198.7488
36262,2514.8083
36263,6811.2847
36264,17324.902
36265,11044.55
36266,16898.824
36267,705.972
36268,6012.515
36269,14217.674
36270,11050.507
36271,11408.7
36272,5943.93
36273,2973.448
36274,5727.641
36275,449.7032
36276,1100.466
36277,3806.191
36278,1593.6598
36279,12160.04
36280,4436.056
36281,3026.6187
36282,3458.4216
36283,4511.4346
36284,218.25554
36285,3545.5317
36286,5587.4736
36287,1408.3087
36288,660.12836
36289,534.1272
36290,811.4083
36291,15995.075
36292,1501.2162
36293,4695.6064
36294,2782.614
36295,6122.925
36296,9999.119
36297,15961.863
36298,4347.9844
36299,2059.5464
36300,650.3601
36301,14068.62
36302,3685.834
36303,3563.6067
36304,4477.77
36305,3807.5676
36306,5963.4897
36307,800.02094
36308,2355.9553
36309,6963.6206
36310,8865.94
36311,1360.4631
36312,6204.287
36313,11279.1875
36314,9631.092
36315,811.4083
36316,1894.2491
36317,17413.145
36318,4713.594
36319,10649.133
36320,289.37125
36321,4850.309
36322,3395.6643
36323,1955.969
36324,7291.692
36325,139.45337
36326,12553.474
36327,2652.6233
36328,1157.2139
36329,419.87973
36330,1337.7662
36331,12725.899
36332,2000.2721
36333,1867.0006
36334,5047.962
36335,11085.622
36336,7545.279
36337,9545.511
36338,4136.8457
36339,7089.6265
36340,3362.4407
36341,265.28345
36342,3493.1433
36343,4371.3486
36344,5199.6685
36345,10116.58
36346,4907.776
36347,1192.7399
36348,4584.07
36349,7988.5903
36350,5444.661
36351,123.40128
36352,10411.781
36353,2186.9795
36354,5905.641
36355,4021.151
36356,5756.9653
36357,2880.081
36358,4428.985
36359,3334.6475
36360,6397.478
36361,4322.3906
36362,4883.3486
36363,4973.474
36364,2157.853
36365,5485.798
36366,3114.4866
36367,2601.9492
36368,7463.811
36369,1991.5692
36370,154.36368
36371,18395.396
36372,6362.2256
36373,1067.1165
36374,2069.4524
36375,7894.644
36376,14950.808
36377,800.02094
36378,3019.8035
36379,11773.769
36380,1488.237
36381,17157.746
36382,1128.4985
36383,5169.6494
36384,3493.2659
36385,1702.2378
36386,4853.068
36387,15152.442
36388,3943.5647
36389,3522.439
36390,3835.8716
36391,26.0
36392,1114.1083
36393,10702.893
36394,280.9369
36395,4319.082
36396,12470.715
36397,268.70636
36398,3362.4407
36399,10577.938
36400,2056.7292
36401,13350.109
36402,16042.147
36403,2474.985
36404,3029.0542
36405,15213.944
36406,15202.927
36407,6715.0625
36408,14248.633
36409,868.68494
36410,5819.7583
36411,2888.1604
36412,2809.4626
36413,1120.0077
36414,6816.6777
36415,1704.095
36416,2807.5122
36417,9659.833
36418,2140.0872
36419,1107.4103
36420,2531.3523
36421,4919.226
36422,8223.099
36423,6242.97
36424,9672.346
36425,11975.659
36426,283.6536
36427,2697.4272
36428,4662.3467
36429,2344.4622
36430,2792.0754
36431,1137.216
36432,105.88598
36433,718.82806
36434,9216.411
36435,14128.395
36436,6385.3613
36437,3070.9739
36438,4104.3643
36439,12639.067
36440,1524.144
36441,7003.2344
36442,1380.2695
36443,26.0
36444,4688.521
36445,4576.887
36446,5063.411
36447,2340.9429
36448,6099.363
36449,10773.473
36450,226.86546
36451,1083.5391
36452,5014.455
36453,624.72437
36454,16155.301
36455,9846.262
36456,9938.217
36457,7449.912
36458,80.46675
36459,1599.5282
36460,2503.227
36461,111.90874
36462,91.7239
36463,1578.1989
36464,7718.062
36465,5811.6914
36466,3056.2961
36467,7502.8247
36468,1854.7225
36469,2194.0085
36470,11653.219
36471,5271.404
36472,4785.552
36473,7581.206
36474,11625.209
36475,10094.629
36476,10490.027
36477,7618.8276
36478,6944.7397
36479,1601.5835
36480,7027.5513
36481,47.60404
36482,218.25554
36483,2390.4932
36484,100.776505
36485,5568.5864
36486,212.11122
36487,664.5521
36488,447.5857
36489,15073.893
36490,8803.649
36491,7782.4897
36492,869.93884
36493,15918.858
36494,1021.31464
36495,6075.062
36496,2553.8083
36497,3357.6099
36498,660.12836
36499,7825.6016
36500,2627.9775
36501,6681.93
36502,2050.9229
36503,5511.3965
36504,1139.4326
36505,3160.1199
36506,1748.3026
36507,5354.325
36508,1156.527
36509,660.12836
36510,8775.885
36511,5037.4336
36512,5990.2075
36513,1175.2628
36514,11566.461
36515,118.87934
36516,1067.664
36517,1600.8992
36518,4532.565
36519,3559.5671
36520,1655.0602
36521,9097.128
36522,5964.5176
36523,5237.233
36524,6445.8403
36525,8381.055
36526,2861.8672
36527,81.51327
36528,5504.7617
36529,9686.621
36530,6851.0425
36531,4008.666
36532,1457.7306
36533,6173.0356
36534,4527.907
36535,6667.887
36536,4514.613
36537,30093.99
36538,194.82513
36539,12773.358
36540,5648.1484
36541,1017.6783
36542,3152.1394
36543,6140.7446
36544,1911.7976
36545,3762.6016
36546,6724.0713
36547,10532.863
36548,3143.9927
36549,12237.677
36550,2737.2585
36551,4380.1543
36552,177.03435
36553,4495.807
36554,5986.7534
36555,7571.9326
36556,4805.6196
36557,1187.6499
36558,7794.8984
36559,3809.5327
36560,4365.086
36561,5685.702
36562,2969.506
36563,9153.944
36564,5583.2373
36565,2837.2031
36566,12949.703
36567,4809.844
36568,192.02567
36569,4238.947
36570,8561.895
36571,5540.9985
36572,13342.714
36573,6728.6016
36574,6748.069
36575,6984.3945
36576,1606.0897
36577,3195.3835
36578,16561.63
36579,192.88008
36580,6255.6685
36581,2060.581
36582,6007.3223
36583,3666.8245
36584,3365.034
36585,7666.3823
36586,10258.886
36587,2649.159
36588,2173.1604
36589,9811.74
36590,6168.501
36591,10492.768
36592,3020.5776
36593,1613.1355
36594,981.3032
36595,13955.7
36596,7387.1416
36597,18253.941
36598,4310.751
36599,2353.2087
36600,1747.1831
36601,1003.94806
36602,523.55475
36603,14208.304
36604,711.86194
36605,247.31082
36606,5723.189
36607,6653.7964
36608,347.1662
36609,5651.2964
36610,5520.1406
36611,6603.181
36612,5655.863
36613,2142.815
36614,3279.6726
36615,4037.5103
36616,3541.227
36617,15937.674
36618,91.7239
36619,2710.7559
36620,5211.9575
36621,3026.6187
36622,26.0
36623,12632.736
36624,13333.827
36625,11041.473
36626,13260.855
36627,313.7331
36628,1031.0446
36629,2619.8896
36630,100.776505
36631,5685.217
36632,15201.819
36633,9301.623
36634,7610.504
36635,1197.258
36636,8576.165
36637,2982.964
36638,438.9719
36639,12914.242
36640,5315.916
36641,4040.0854
36642,3056.2961
36643,9357.728
36644,3858.9265
36645,130.811
36646,6755.678
36647,4238.987
36648,89.323814
36649,3112.179
36650,7120.392
36651,6909.4644
36652,8035.2446
36653,6430.488
36654,5804.073
36655,4507.642
36656,15054.775
